Invoice_ID,Date,Supplier,Category,Country,Department,Invoice_Description,Amount,Payment_Terms,On_Time_Delivery,Defect_Rate_Pct,Lead_Time_Days,Risk_Score,Risk_Level,Contract_Value,Contract_Expiry_Date
3156,2024-07-25,HealthBridge Inc.,Healthcare,Germany,Marketing,Lab testing services,445453,Net 45,Yes,6.6,14,30,Low,2219743,2026-06-21
3157,2024-01-17,PowerGen Ltd.,Energy,Norway,Finance,Power backup services,270910,Net 60,Yes,4.5,17,23,Low,913166,2027-05-19
3158,2023-02-23,RapidRoute LLC,Logistics,Canada,Operations,Fleet maintenance services,480259,2/10 Net 30,Yes,3.9,44,29,Low,1231280,2026-11-22
3159,2024-04-29,FastFreight Co.,Logistics,Mexico,Manufacturing,Port handling charges,32834,2/10 Net 30,No,2.6,38,66,High,1900465,2026-07-15
3160,2023-04-09,InsightBridge LLC,Consulting,Australia,Procurement,Strategy consulting project,434077,Net 30,Yes,7.7,13,24,Low,1098665,2026-09-08
3161,2023-04-18,CleanSpace Services,Facilities,USA,IT,Building maintenance services,434037,Net 30,No,5.2,19,10,Low,307227,2026-05-14
3162,2024-06-19,MediaPulse Inc.,Marketing,Australia,Finance,Event management services,426794,2/10 Net 30,Yes,0.1,12,19,Low,4081817,2027-02-15
3163,2023-01-12,ByteWave Technologies,IT,USA,HR,IT infrastructure upgrade,370511,Net 90,Yes,5.7,23,19,Low,973525,2026-09-15
3164,2023-01-01,AdMax Agency,Marketing,USA,Operations,PR agency monthly retainer,403256,Net 45,Yes,2.1,44,16,Low,1949930,2026-11-03
3165,2023-09-08,PrimeParts Mfg.,Raw Materials,India,Procurement,Carbon fiber materials,24858,Net 30,Yes,5.7,6,19,Low,2712439,2026-08-01
3166,2023-03-18,SwiftCargo Inc.,Logistics,UAE,Sales,Fleet maintenance services,32496,Net 90,Yes,7.8,40,57,High,3466449,2026-10-01
3167,2023-11-06,CreativeHub Co.,Marketing,Canada,Finance,Event management services,203788,2/10 Net 30,No,4.3,1,15,Low,3945821,2027-05-08
3168,2023-06-24,DataCore Solutions,IT,India,Marketing,Software license renewal,370960,Net 60,Yes,2.6,4,38,Medium,1035043,2026-07-27
3169,2024-11-20,FastFreight Co.,Logistics,Mexico,Marketing,Warehouse storage monthly fee,418336,Net 90,Yes,2.0,29,69,High,2960517,2027-05-10
3170,2023-03-14,OceanShip Ltd.,Logistics,Singapore,Engineering,Fleet maintenance services,461329,Net 90,No,3.2,43,52,High,494571,2027-03-21
3171,2024-12-22,SkyLog Partners,Logistics,USA,Procurement,Warehouse storage monthly fee,430167,Net 60,Yes,6.9,38,18,Low,2606564,2026-10-18
3172,2024-11-10,ByteWave Technologies,IT,USA,Procurement,Cloud server hosting monthly fee,253894,2/10 Net 30,Yes,7.9,6,20,Low,2519735,2026-08-14
3173,2023-02-24,PharmaCare Ltd.,Healthcare,Switzerland,Operations,PPE equipment bulk purchase,119953,Net 90,Yes,5.7,26,27,Low,1068950,2026-11-25
3174,2023-10-08,GlobalMove Co.,Logistics,Netherlands,Legal,International freight forwarding,299084,Net 60,Yes,3.5,33,32,Low,2639698,2026-07-22
3175,2023-08-21,FacilityPro Ltd.,Facilities,Canada,Legal,Office cleaning monthly contract,236270,Net 90,No,0.8,6,14,Low,4021795,2026-12-09
3176,2024-02-16,FastFreight Co.,Logistics,Mexico,IT,Warehouse storage monthly fee,480836,Net 90,No,4.7,42,72,High,1416649,2027-05-22
3177,2024-11-29,PharmaCare Ltd.,Healthcare,Switzerland,Finance,Medical equipment lease,474120,Net 45,No,0.3,20,27,Low,485738,2027-02-06
3178,2023-04-20,BuildRight Co.,Facilities,UK,HR,Building maintenance services,53078,Net 90,Yes,3.3,2,23,Low,796209,2026-06-08
3179,2024-02-28,CleanSpace Services,Facilities,USA,Procurement,Parking management fees,155202,2/10 Net 30,Yes,1.3,10,11,Low,4777773,2026-10-12
3180,2024-02-13,PrimeParts Mfg.,Raw Materials,India,Manufacturing,Steel rods bulk purchase,79409,Net 30,No,0.5,44,21,Low,3392511,2027-02-09
3181,2023-10-06,StayBridge Co.,Travel,France,Sales,Car rental services,489626,Net 90,Yes,2.3,12,25,Low,162805,2026-11-02
3182,2024-10-13,ConsultPro Inc.,Consulting,USA,Finance,Digital transformation advisory,477492,Net 60,Yes,4.5,30,17,Low,2444757,2027-03-01
3183,2024-06-09,FacilityPro Ltd.,Facilities,Canada,HR,Office cleaning monthly contract,436103,Net 90,Yes,7.7,25,23,Low,4420203,2026-10-08
3184,2023-10-22,SkyLog Partners,Logistics,USA,Sales,Fleet maintenance services,339972,Net 90,No,1.4,31,27,Low,3888427,2026-12-07
3185,2024-04-12,EnergyPrime Ltd.,Energy,UAE,Sales,Wind turbine maintenance,92062,Net 90,Yes,5.4,19,52,Medium,2638005,2026-12-01
3186,2024-07-15,CreativeHub Co.,Marketing,Canada,Manufacturing,Brand design services,280737,Net 30,Yes,3.6,30,12,Low,4797265,2027-02-11
3187,2024-05-31,SwiftCargo Inc.,Logistics,UAE,Sales,Express courier services,118338,Net 60,Yes,2.1,3,63,High,1559186,2026-10-09
3188,2023-01-20,OfficePlus Ltd.,Office Supplies,USA,Finance,Stationery monthly supply,422373,Net 90,No,2.2,4,12,Low,1090178,2026-10-07
3189,2024-07-24,PharmaCare Ltd.,Healthcare,Switzerland,HR,PPE equipment bulk purchase,355816,Net 45,Yes,4.6,40,25,Low,328472,2027-02-18
3190,2024-08-10,PharmaCare Ltd.,Healthcare,Switzerland,Operations,PPE equipment bulk purchase,458334,Net 90,Yes,3.6,31,26,Low,2473594,2026-10-17
3191,2024-08-22,GlobalTech Systems,IT,China,Finance,Cybersecurity audit services,300876,2/10 Net 30,Yes,4.8,34,86,Critical,3266499,2026-05-24
3192,2024-12-05,LegalEdge LLP,Legal,USA,IT,Trademark registration,257004,Net 30,No,2.5,17,11,Low,4629987,2027-04-04
3193,2024-10-01,JurisCore Co.,Legal,Germany,Operations,Legal consultation monthly,60700,Net 90,Yes,0.2,27,22,Low,3910761,2026-12-03
3194,2024-07-26,NetSphere Ltd.,IT,Germany,Finance,Network equipment purchase,406120,Net 90,Yes,5.8,24,25,Low,4133773,2026-10-27
3195,2023-06-29,MediSupply Co.,Healthcare,USA,Marketing,Lab testing services,86778,Net 90,Yes,1.5,11,26,Low,2830092,2027-06-04
3196,2023-08-23,NetSphere Ltd.,IT,Germany,HR,IT infrastructure upgrade,292951,2/10 Net 30,Yes,3.1,11,26,Low,4619672,2026-11-12
3197,2024-08-13,MediaPulse Inc.,Marketing,Australia,Procurement,Brand design services,148544,Net 90,Yes,1.7,33,20,Low,3158865,2026-05-11
3198,2023-12-21,PowerGen Ltd.,Energy,Norway,Manufacturing,Power backup services,236446,2/10 Net 30,Yes,0.3,10,25,Low,1725927,2027-02-23
3199,2024-01-30,SpaceWorks Inc.,Facilities,Australia,HR,HVAC system repair,375316,Net 45,No,6.1,36,14,Low,2570431,2027-03-04
3200,2023-07-30,GreenWatt Co.,Energy,Denmark,HR,Utility management fees,385770,Net 30,Yes,1.0,4,21,Low,4188848,2026-12-10
3201,2023-06-21,SkyLog Partners,Logistics,USA,IT,Cold chain logistics,338439,Net 60,Yes,0.8,6,23,Low,149475,2027-04-20
3202,2024-10-17,CompliancePro Ltd.,Legal,UK,HR,Litigation support services,34277,Net 45,Yes,7.4,19,13,Low,1210454,2027-05-29
3203,2023-10-09,EnergyPrime Ltd.,Energy,UAE,Engineering,Wind turbine maintenance,136543,Net 90,No,6.4,15,56,Medium,4820791,2027-03-16
3204,2023-06-27,LegalEdge LLP,Legal,USA,Finance,Compliance audit fees,31480,Net 60,Yes,7.1,27,17,Low,3501949,2027-05-05
3205,2023-08-26,FastFreight Co.,Logistics,Mexico,Marketing,Last mile delivery services,223588,Net 60,No,2.4,18,72,High,4335470,2027-05-23
3206,2024-09-09,EnergyPrime Ltd.,Energy,UAE,Manufacturing,Energy audit services,383179,2/10 Net 30,Yes,3.8,5,56,Medium,2038358,2027-04-27
3207,2023-09-06,IronPeak Mfg.,Raw Materials,Turkey,Marketing,Aluminum sheets order,37563,Net 30,Yes,1.6,5,62,High,3140910,2026-11-05
3208,2023-05-02,LegalEdge LLP,Legal,USA,Legal,Compliance audit fees,27028,Net 30,Yes,5.2,28,8,Low,4718712,2026-07-15
3209,2024-08-03,InsightBridge LLC,Consulting,Australia,HR,Change management advisory,372277,2/10 Net 30,Yes,5.7,32,23,Low,4827711,2026-08-26
3210,2023-08-02,SwiftCargo Inc.,Logistics,UAE,Manufacturing,Cold chain logistics,310840,Net 90,Yes,7.7,26,60,High,2974997,2027-05-14
3211,2024-02-05,SpaceWorks Inc.,Facilities,Australia,Manufacturing,Waste disposal services,158453,Net 90,Yes,7.1,34,16,Low,2121526,2027-03-10
3212,2023-06-21,OceanShip Ltd.,Logistics,Singapore,Legal,Port handling charges,410325,Net 30,No,5.1,1,51,High,2147817,2026-09-10
3213,2024-03-28,GlobalTech Systems,IT,China,Finance,Data storage solution,316356,2/10 Net 30,No,5.0,7,90,Critical,1554225,2027-02-07
3214,2023-09-12,OceanShip Ltd.,Logistics,Singapore,Operations,Express courier services,374331,Net 30,Yes,0.8,21,58,High,419908,2027-02-25
3215,2023-11-21,LawBridge Inc.,Legal,Singapore,Engineering,Regulatory filing fees,246063,Net 90,No,1.1,44,25,Low,3710120,2026-08-23
3216,2024-04-25,DeskPro Inc.,Office Supplies,China,Operations,Stationery monthly supply,140455,Net 30,Yes,0.3,2,43,Medium,4507137,2027-01-01
3217,2023-11-02,HealthBridge Inc.,Healthcare,Germany,Legal,Employee health screening,301714,Net 45,Yes,7.9,27,35,Low,143661,2026-10-13
3218,2023-03-01,ByteWave Technologies,IT,USA,Manufacturing,Data storage solution,158165,2/10 Net 30,Yes,7.0,45,14,Low,2498976,2026-05-11
3219,2024-10-23,SolarMax Inc.,Energy,USA,IT,Electricity supply monthly bill,71232,2/10 Net 30,Yes,1.8,32,17,Low,517932,2026-09-08
3220,2024-06-20,CloudBase Inc.,IT,USA,HR,Cloud server hosting monthly fee,87765,Net 45,Yes,7.6,27,41,Medium,1415384,2027-02-08
3221,2023-09-08,ConsultPro Inc.,Consulting,USA,Procurement,Change management advisory,336428,Net 45,No,1.8,17,17,Low,2418937,2026-05-23
3222,2023-12-22,MediaPulse Inc.,Marketing,Australia,Finance,SEO optimization services,11691,Net 45,Yes,6.8,7,13,Low,3708175,2026-12-11
3223,2023-06-06,JurisCore Co.,Legal,Germany,HR,Litigation support services,286048,Net 45,Yes,1.0,2,27,Low,3898542,2027-03-07
3224,2024-11-03,InsightBridge LLC,Consulting,Australia,IT,Financial consulting services,481224,Net 30,Yes,0.1,23,25,Low,3459910,2026-12-30
3225,2023-04-20,SteelCore Inc.,Raw Materials,Brazil,Sales,Carbon fiber materials,155995,Net 60,No,7.8,17,51,Medium,3788617,2026-05-19
3226,2023-04-25,ByteWave Technologies,IT,USA,HR,Cybersecurity audit services,457331,Net 60,No,4.2,20,22,Low,3412127,2026-09-22
3227,2024-06-04,PrintCore Ltd.,Office Supplies,Germany,Legal,Stationery monthly supply,174545,2/10 Net 30,Yes,0.3,45,23,Low,238561,2026-05-16
3228,2024-01-14,CleanSpace Services,Facilities,USA,IT,HVAC system repair,355466,2/10 Net 30,Yes,1.7,5,15,Low,4142718,2027-05-01
3229,2024-08-30,SkyLog Partners,Logistics,USA,IT,Warehouse storage monthly fee,80073,Net 90,No,3.0,35,18,Low,3684272,2026-09-21
3230,2023-08-27,DataCore Solutions,IT,India,IT,Cybersecurity audit services,157818,Net 60,Yes,5.7,23,33,Medium,438981,2026-06-07
3231,2024-03-03,GreenWatt Co.,Energy,Denmark,Legal,Electricity supply monthly bill,453708,Net 45,No,2.4,33,21,Low,1056302,2026-08-02
3232,2024-08-03,AdvisoryCore Co.,Consulting,Singapore,Sales,Operations improvement project,325928,Net 60,Yes,0.6,10,19,Low,2733037,2027-03-02
3233,2023-11-30,RapidRoute LLC,Logistics,Canada,Sales,Express courier services,314942,2/10 Net 30,Yes,8.0,19,30,Low,2543123,2026-08-12
3234,2023-08-12,AdvisoryCore Co.,Consulting,Singapore,Engineering,Digital transformation advisory,411362,Net 45,Yes,2.7,10,24,Low,1223068,2027-05-18
3235,2024-11-10,AdMax Agency,Marketing,USA,Marketing,Content creation services,408272,Net 30,No,2.4,6,23,Low,2606505,2027-05-24
3236,2024-07-01,StayBridge Co.,Travel,France,Marketing,Conference registration fees,324446,Net 60,Yes,5.8,38,25,Low,1319935,2026-10-13
3237,2024-07-07,SkyHost Pro,IT,Ireland,HR,SaaS platform subscription,309099,Net 90,No,1.2,37,22,Low,2877835,2026-05-13
3238,2024-11-15,JurisCore Co.,Legal,Germany,Marketing,Trademark registration,300792,Net 45,Yes,1.6,34,21,Low,4107843,2027-04-14
3239,2023-01-02,MediSupply Co.,Healthcare,USA,HR,Employee health screening,108736,Net 60,Yes,1.3,37,21,Low,123524,2026-10-31
3240,2024-02-10,AlloyCraft Ltd.,Raw Materials,South Korea,Manufacturing,Steel rods bulk purchase,339732,Net 30,Yes,7.1,38,34,Medium,2814864,2027-03-02
3241,2024-09-18,EnergyPrime Ltd.,Energy,UAE,Procurement,Wind turbine maintenance,6746,2/10 Net 30,Yes,7.9,13,55,Medium,1646488,2026-06-18
3242,2024-11-04,DataCore Solutions,IT,India,Operations,IT infrastructure upgrade,482429,Net 30,Yes,3.7,42,36,Medium,2495219,2027-02-06
3243,2023-07-12,EnergyPrime Ltd.,Energy,UAE,Legal,Energy audit services,436318,Net 90,No,5.3,4,57,Medium,4399616,2027-05-14
3244,2023-08-18,MediaPulse Inc.,Marketing,Australia,Engineering,Digital advertising campaign,428547,Net 60,Yes,0.4,28,22,Low,3605999,2027-03-27
3245,2023-08-04,DataCore Solutions,IT,India,IT,Data storage solution,20908,2/10 Net 30,Yes,5.3,6,40,Medium,410010,2026-09-28
3246,2024-05-03,AdMax Agency,Marketing,USA,Finance,Event management services,450100,Net 60,Yes,7.0,37,20,Low,2581555,2026-08-19
3247,2023-01-18,SpaceWorks Inc.,Facilities,Australia,Operations,Pest control quarterly,195466,2/10 Net 30,Yes,5.2,33,15,Low,1880320,2027-01-28
3248,2024-11-15,SwiftCargo Inc.,Logistics,UAE,IT,Express courier services,5731,Net 60,No,5.3,21,62,High,3517023,2026-05-31
3249,2023-10-13,DeskPro Inc.,Office Supplies,China,HR,Printer cartridge order,62544,Net 60,Yes,1.5,6,36,Medium,3975022,2026-12-16
3250,2024-09-21,RapidRoute LLC,Logistics,Canada,Marketing,Last mile delivery services,160711,Net 60,Yes,1.1,34,24,Low,180055,2026-09-10
3251,2023-11-28,IronPeak Mfg.,Raw Materials,Turkey,IT,Copper wire batch delivery,391292,2/10 Net 30,Yes,3.7,8,64,High,1916146,2026-08-10
3252,2023-12-31,JurisCore Co.,Legal,Germany,Procurement,Compliance audit fees,210455,2/10 Net 30,No,7.1,5,25,Low,2713994,2026-12-13
3253,2024-04-13,SkyLog Partners,Logistics,USA,Sales,International freight forwarding,432368,Net 60,Yes,0.5,36,17,Low,1652393,2026-12-08
3254,2024-07-16,GlobalTech Systems,IT,China,Engineering,Data storage solution,276844,Net 45,No,0.9,21,91,Critical,4680740,2027-05-12
3255,2024-01-25,BuildRight Co.,Facilities,UK,Sales,Elevator maintenance,188962,2/10 Net 30,Yes,5.1,18,16,Low,2913020,2026-11-14
3256,2024-09-16,BrandCore Ltd.,Marketing,UK,Sales,Brand design services,301523,Net 60,Yes,0.3,23,25,Low,2609029,2026-08-04
3257,2023-10-16,AlloyCraft Ltd.,Raw Materials,South Korea,HR,Copper wire batch delivery,419533,Net 60,Yes,4.6,26,33,Medium,592032,2026-06-09
3258,2023-03-06,BrandCore Ltd.,Marketing,UK,HR,Event management services,86408,Net 60,Yes,3.8,31,23,Low,2607249,2027-01-18
3259,2023-01-25,MediSupply Co.,Healthcare,USA,Engineering,First aid kit restocking,181942,Net 30,No,4.1,26,18,Low,1702323,2027-02-12
3260,2024-10-17,ByteWave Technologies,IT,USA,Procurement,Cloud server hosting monthly fee,15154,Net 90,Yes,2.3,32,21,Low,3635778,2026-11-01
3261,2023-10-18,PrintCore Ltd.,Office Supplies,Germany,IT,Office furniture purchase,284664,Net 60,Yes,5.8,41,15,Low,3429214,2027-03-11
3262,2024-10-20,MedCore Solutions,Healthcare,India,HR,PPE equipment bulk purchase,178422,2/10 Net 30,Yes,5.4,26,50,Medium,168466,2026-10-04
3263,2023-10-18,AdMax Agency,Marketing,USA,Sales,Event management services,14579,2/10 Net 30,Yes,3.0,20,22,Low,606139,2027-05-13
3264,2023-06-24,GlobalTech Systems,IT,China,Manufacturing,Cybersecurity audit services,63711,Net 90,Yes,0.9,38,87,Critical,1545957,2026-10-19
3265,2024-02-22,InsightBridge LLC,Consulting,Australia,HR,HR transformation project,27107,Net 30,Yes,6.4,22,22,Low,1231837,2026-07-06
3266,2024-04-04,FastFreight Co.,Logistics,Mexico,Engineering,Port handling charges,91008,Net 60,Yes,1.0,38,69,High,704937,2026-05-21
3267,2024-03-01,TripCore Inc.,Travel,India,Legal,Travel insurance premium,215820,Net 90,Yes,0.5,16,35,Medium,1554915,2027-05-31
3268,2024-03-15,BuildRight Co.,Facilities,UK,Operations,Building maintenance services,224885,Net 60,Yes,1.5,12,19,Low,885680,2026-07-11
3269,2023-07-04,LegalEdge LLP,Legal,USA,Finance,Trademark registration,336109,Net 60,Yes,6.1,26,8,Low,3125237,2027-05-18
3270,2024-04-03,RapidRoute LLC,Logistics,Canada,Operations,International freight forwarding,38635,Net 60,Yes,6.9,1,26,Low,4372789,2026-06-02
3271,2023-06-13,CreativeHub Co.,Marketing,Canada,Sales,Brand design services,220769,Net 30,Yes,1.7,35,18,Low,4561776,2026-10-30
3272,2024-07-21,EnergyPrime Ltd.,Energy,UAE,IT,Generator fuel supply,216011,Net 60,Yes,4.9,14,53,Medium,1880344,2027-05-28
3273,2024-04-24,MediaPulse Inc.,Marketing,Australia,Sales,Digital advertising campaign,350425,2/10 Net 30,Yes,3.6,1,13,Low,3005632,2026-12-22
3274,2023-05-27,AlloyCraft Ltd.,Raw Materials,South Korea,Marketing,Aluminum sheets order,107814,Net 90,Yes,7.0,26,38,Medium,3151946,2026-05-14
3275,2023-12-22,TripCore Inc.,Travel,India,Legal,Hotel accommodation corporate,102057,Net 30,No,0.6,34,37,Medium,4355232,2026-11-11
3276,2023-12-27,CompliancePro Ltd.,Legal,UK,Legal,Litigation support services,426401,Net 60,No,2.7,2,16,Low,3256040,2027-01-25
3277,2023-05-08,CleanSpace Services,Facilities,USA,Procurement,Pest control quarterly,14286,2/10 Net 30,Yes,4.3,7,17,Low,2714073,2027-02-14
3278,2023-08-18,CloudBase Inc.,IT,USA,Sales,Software license renewal,338568,Net 60,Yes,4.2,35,44,Medium,4653572,2026-10-20
3279,2024-05-02,SteelCore Inc.,Raw Materials,Brazil,HR,Iron ore bulk shipment,165590,Net 45,Yes,2.3,3,46,Medium,4235639,2026-11-11
3280,2023-09-16,SkyHost Pro,IT,Ireland,Procurement,Software license renewal,160877,Net 45,No,3.8,1,15,Low,4824964,2026-06-03
3281,2023-10-05,MediaPulse Inc.,Marketing,Australia,Operations,Brand design services,10827,2/10 Net 30,Yes,1.1,25,19,Low,1322887,2027-05-23
3282,2024-01-11,GlobalMove Co.,Logistics,Netherlands,Finance,Warehouse storage monthly fee,332978,2/10 Net 30,Yes,3.5,7,27,Low,3363356,2026-12-28
3283,2024-05-25,MediaPulse Inc.,Marketing,Australia,Operations,Event management services,192211,Net 90,No,4.7,37,18,Low,676922,2026-07-22
3284,2024-07-04,GlobalTech Systems,IT,China,Operations,Cybersecurity audit services,305239,Net 45,Yes,0.2,11,85,Critical,4095391,2026-10-31
3285,2024-04-02,DeskPro Inc.,Office Supplies,China,Procurement,Whiteboard and markers,370019,Net 90,Yes,4.6,13,35,Medium,614970,2026-06-16
3286,2023-12-05,EnergyPrime Ltd.,Energy,UAE,Sales,Wind turbine maintenance,95946,Net 60,Yes,4.1,29,55,Medium,3148535,2027-02-06
3287,2024-03-16,ConsultPro Inc.,Consulting,USA,Manufacturing,HR transformation project,462466,Net 60,No,1.1,32,13,Low,2164793,2027-04-17
3288,2023-11-24,InsightBridge LLC,Consulting,Australia,Legal,Change management advisory,291348,Net 90,No,7.9,35,25,Low,3107405,2027-01-08
3289,2023-03-06,SteelCore Inc.,Raw Materials,Brazil,Sales,Carbon fiber materials,170066,Net 60,Yes,6.9,40,43,Medium,2808116,2026-06-07
3290,2023-09-20,FastFreight Co.,Logistics,Mexico,Operations,Cross border shipping charges,355341,Net 45,Yes,6.4,3,67,High,979160,2027-02-11
3291,2024-11-01,CompliancePro Ltd.,Legal,UK,Legal,Compliance audit fees,465690,Net 30,No,0.2,17,11,Low,2840759,2027-04-20
3292,2023-01-12,SwiftCargo Inc.,Logistics,UAE,Engineering,Express courier services,133986,2/10 Net 30,Yes,7.8,42,60,High,1774936,2026-08-27
3293,2024-08-13,SpaceWorks Inc.,Facilities,Australia,Manufacturing,Waste disposal services,196601,Net 60,Yes,4.5,28,13,Low,2371371,2026-07-01
3294,2023-04-23,LawBridge Inc.,Legal,Singapore,Manufacturing,Contract review services,356139,Net 90,No,5.2,25,24,Low,2413107,2026-06-26
3295,2023-08-18,IronPeak Mfg.,Raw Materials,Turkey,Operations,Steel rods bulk purchase,220819,2/10 Net 30,Yes,7.2,32,58,High,2933375,2026-06-09
3296,2023-08-04,MedCore Solutions,Healthcare,India,Manufacturing,Lab testing services,172908,Net 45,Yes,7.5,8,40,Medium,244864,2027-03-13
3297,2024-04-24,AdvisoryCore Co.,Consulting,Singapore,HR,Strategy consulting project,474332,Net 30,Yes,7.6,6,25,Low,1387910,2027-01-05
3298,2023-08-01,ConsultPro Inc.,Consulting,USA,Operations,Financial consulting services,226790,Net 90,Yes,3.2,19,20,Low,361461,2026-05-07
3299,2023-04-12,SpaceWorks Inc.,Facilities,Australia,IT,Office cleaning monthly contract,176522,Net 90,Yes,1.2,20,12,Low,4232161,2026-08-20
3300,2024-07-02,SkyHost Pro,IT,Ireland,Operations,Cybersecurity audit services,80602,Net 45,Yes,4.1,27,18,Low,4600184,2027-01-26
3301,2023-02-01,MetalWorks Ltd.,Raw Materials,Russia,Engineering,Copper wire batch delivery,186045,Net 60,Yes,3.0,9,63,High,2572100,2026-06-10
3302,2023-09-29,NetSphere Ltd.,IT,Germany,Marketing,Network equipment purchase,159888,Net 90,Yes,0.7,30,20,Low,4970276,2027-03-04
3303,2024-12-13,SteelCore Inc.,Raw Materials,Brazil,HR,Chemical compounds order,156207,Net 30,Yes,5.8,27,51,Medium,423855,2026-12-13
3304,2023-09-08,ByteWave Technologies,IT,USA,Sales,IT support and maintenance,138908,Net 30,Yes,7.1,9,20,Low,2369690,2027-02-09
3305,2024-02-16,ByteWave Technologies,IT,USA,Sales,SaaS platform subscription,355245,Net 90,Yes,2.8,9,16,Low,3896267,2027-05-25
3306,2023-08-11,LegalEdge LLP,Legal,USA,Sales,Contract review services,159875,2/10 Net 30,Yes,7.7,38,16,Low,4418099,2026-05-07
3307,2023-04-29,OfficePlus Ltd.,Office Supplies,USA,Sales,Stationery monthly supply,400518,Net 60,Yes,7.6,13,15,Low,2306088,2026-06-24
3308,2023-12-09,IronPeak Mfg.,Raw Materials,Turkey,Finance,Rubber seals batch,190161,Net 60,Yes,4.8,17,66,High,905347,2026-07-10
